epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2642.19,0.69693,0.37297,0.85945,0.89356,0.76547,0.85161,0.58788,0.99256,0.50351,0.96087,0.000908387,0.000908387,0.000908387
186,2656.33,0.71609,0.37634,0.85686,0.84108,0.76161,0.81453,0.5645,0.99216,0.49842,0.97227,0.000905557,0.000905557,0.000905557
187,2670.73,0.70524,0.37257,0.85248,0.85232,0.78137,0.82736,0.56687,0.96791,0.49946,0.94378,0.000902728,0.000902728,0.000902728
188,2685.23,0.72221,0.37226,0.85138,0.84777,0.7713,0.80475,0.54144,0.99421,0.52086,0.95866,0.000899898,0.000899898,0.000899898
189,2699.68,0.71753,0.37436,0.85131,0.8512,0.77411,0.80026,0.55309,0.99092,0.53626,0.9552,0.000897069,0.000897069,0.000897069
190,2713.96,0.70106,0.36395,0.85387,0.86971,0.7849,0.86227,0.6108,0.98724,0.48736,0.95543,0.00089424,0.00089424,0.00089424
191,2728.16,0.71899,0.37521,0.85242,0.88755,0.80338,0.84642,0.57263,1.02169,0.49334,0.98257,0.00089141,0.00089141,0.00089141
192,2742.56,0.69874,0.36699,0.85302,0.87606,0.78993,0.85548,0.58289,1.01145,0.50213,0.96882,0.000888581,0.000888581,0.000888581
193,2757.87,0.68737,0.36509,0.84651,0.87662,0.75392,0.82478,0.55821,1.01114,0.51342,0.96976,0.000885751,0.000885751,0.000885751
194,2774.74,0.68085,0.367,0.85365,0.8344,0.83944,0.85409,0.58437,1.01175,0.49464,0.96439,0.000882922,0.000882922,0.000882922
195,2791.92,0.69877,0.36806,0.85124,0.8973,0.77026,0.87857,0.60668,1.01455,0.48754,0.96424,0.000880093,0.000880093,0.000880093
196,2809.01,0.69238,0.36406,0.84977,0.8018,0.76145,0.79989,0.54729,1.02798,0.52321,0.96591,0.000877263,0.000877263,0.000877263
197,2826.73,0.67937,0.36002,0.85261,0.90267,0.7968,0.85916,0.59083,0.99985,0.47273,0.96053,0.000874434,0.000874434,0.000874434
198,2844.4,0.69137,0.36454,0.85059,0.86713,0.78084,0.83757,0.57341,1.01978,0.51768,0.96507,0.000871604,0.000871604,0.000871604
199,2858.75,0.67436,0.35564,0.84814,0.88159,0.76863,0.83967,0.58665,1.00165,0.48009,0.95542,0.000868775,0.000868775,0.000868775
200,2872.99,0.68213,0.35939,0.8439,0.83986,0.80863,0.84127,0.5833,1.0066,0.48597,0.9549,0.000865945,0.000865945,0.000865945
201,2887.15,0.69285,0.36735,0.86014,0.87592,0.75598,0.83822,0.58244,1.00259,0.47788,0.95531,0.000863116,0.000863116,0.000863116
202,2901.5,0.71248,0.37051,0.85121,0.91054,0.7211,0.84358,0.57045,0.99738,0.48954,0.96073,0.000860287,0.000860287,0.000860287
203,2915.79,0.69101,0.35607,0.84227,0.84151,0.81683,0.8452,0.56493,1.00356,0.48841,0.96599,0.000857457,0.000857457,0.000857457
204,2929.91,0.67966,0.35946,0.84258,0.83866,0.8038,0.83079,0.58036,1.01874,0.50196,0.96403,0.000854628,0.000854628,0.000854628
205,2944.03,0.68501,0.36745,0.84942,0.82634,0.78563,0.80949,0.56009,1.00511,0.51265,0.96052,0.000851798,0.000851798,0.000851798
206,2958.22,0.67115,0.35697,0.85023,0.85841,0.77939,0.84844,0.58885,1.01375,0.49694,0.96563,0.000848969,0.000848969,0.000848969
207,2973.69,0.67984,0.35172,0.84726,0.85806,0.76994,0.83506,0.56977,1.00464,0.49615,0.9617,0.000846139,0.000846139,0.000846139
208,2989.19,0.69989,0.36558,0.84993,0.88505,0.76414,0.85309,0.58681,1.00171,0.48604,0.95503,0.00084331,0.00084331,0.00084331
209,3004.28,0.66404,0.35554,0.85503,0.91638,0.75576,0.84582,0.58813,0.99348,0.48604,0.94787,0.000840481,0.000840481,0.000840481
210,3018.54,0.66551,0.34977,0.84336,0.79012,0.83872,0.83733,0.58287,0.99699,0.48642,0.95323,0.000837651,0.000837651,0.000837651
211,3032.94,0.66889,0.35369,0.84601,0.90047,0.74201,0.84954,0.58999,1.00824,0.4957,0.96137,0.000834822,0.000834822,0.000834822
212,3047.41,0.6741,0.35398,0.8488,0.89086,0.7536,0.83261,0.57738,1.00987,0.50261,0.96202,0.000831992,0.000831992,0.000831992
213,3061.88,0.66314,0.34585,0.84494,0.87896,0.73619,0.83091,0.57497,1.01308,0.49561,0.96948,0.000829163,0.000829163,0.000829163
214,3076.12,0.6733,0.36167,0.84091,0.79877,0.7907,0.81973,0.57038,1.018,0.50969,0.96467,0.000826334,0.000826334,0.000826334
215,3090.43,0.69577,0.37065,0.84723,0.89684,0.72987,0.85746,0.59873,1.02301,0.49854,0.96955,0.000823504,0.000823504,0.000823504
216,3104.99,0.65648,0.34781,0.84169,0.8752,0.72276,0.82281,0.57253,1.01535,0.49892,0.9557,0.000820675,0.000820675,0.000820675
